2019-11-20 16:17:06,201 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-16] Running method:findAll
2019-11-20 16:19:08,539 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-23] Running method:getDriverList
2019-11-20 16:19:08,555 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-23] Running method:findAll
2019-11-20 16:20:11,775 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Running method:getDriverList
2019-11-20 16:20:11,790 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Running method:findAll
2019-11-20 16:20:12,949 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Finished method:findAll
2019-11-20 16:20:12,950 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Running method:findAll
2019-11-20 16:20:13,227 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Finished method:findAll
2019-11-20 16:20:13,227 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-17] Finished method:getDriverList
2019-11-20 16:20:20,629 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Running method:getStageList
2019-11-20 16:20:20,636 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Running method:findAll
2019-11-20 16:20:21,001 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Finished method:findAll
2019-11-20 16:20:21,015 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Running method:findAll
2019-11-20 16:20:21,330 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Finished method:findAll
2019-11-20 16:20:21,330 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Finished method:getStageList
2019-11-20 16:21:40,419 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Running method:getStageList
2019-11-20 16:21:40,444 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Running method:findAll
2019-11-20 16:21:41,645 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Finished method:findAll
2019-11-20 16:21:41,648 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Running method:findAll
2019-11-20 16:21:41,876 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Finished method:findAll
2019-11-20 16:21:41,876 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Finished method:getStageList
2019-11-20 16:21:49,975 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Running method:getTownList
2019-11-20 16:21:49,987 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Running method:findAll
2019-11-20 16:21:50,324 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Finished method:findAll
2019-11-20 16:21:50,324 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Finished method:getTownList
2019-11-20 16:21:54,913 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-28] Running method:getBusList
2019-11-20 16:21:55,029 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-28] Running method:findAll
2019-11-20 16:21:55,350 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-28] Finished method:findAll
2019-11-20 16:21:55,352 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-28] Finished method:getBusList
2019-11-20 16:22:07,845 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Running method:getDriverList
2019-11-20 16:22:07,851 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Running method:findAll
2019-11-20 16:22:08,034 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Finished method:findAll
2019-11-20 16:22:08,034 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Running method:findAll
2019-11-20 16:22:08,336 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Finished method:findAll
2019-11-20 16:22:08,337 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-18] Finished method:getDriverList
2019-11-20 16:22:19,074 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Running method:getTownList
2019-11-20 16:22:19,077 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Running method:findAll
2019-11-20 16:22:19,255 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Finished method:findAll
2019-11-20 16:22:19,255 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-31] Finished method:getTownList
2019-11-20 16:22:22,417 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Running method:getBusList
2019-11-20 16:22:22,427 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Running method:findAll
2019-11-20 16:22:22,655 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Finished method:findAll
2019-11-20 16:22:22,655 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Finished method:getBusList
2019-11-20 16:24:41,958 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:getBusList
2019-11-20 16:24:41,959 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:findAll
2019-11-20 16:24:42,137 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:findAll
2019-11-20 16:24:42,138 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:getBusList
2019-11-20 16:26:06,585 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-33] Running method:getTownList
2019-11-20 16:26:06,585 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-33] Running method:findAll
2019-11-20 16:26:06,932 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-33] Finished method:findAll
2019-11-20 16:26:06,933 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-33] Finished method:getTownList
2019-11-20 16:26:24,710 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:getBusList
2019-11-20 16:26:24,712 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:findAll
2019-11-20 16:26:24,916 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:findAll
2019-11-20 16:26:24,917 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:getBusList
2019-11-20 16:28:09,316 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:getBusList
2019-11-20 16:28:09,331 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:findAll
2019-11-20 16:28:10,661 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Finished method:findAll
2019-11-20 16:28:10,662 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Finished method:getBusList
2019-11-20 16:31:25,532 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-5] Running method:getBusList
2019-11-20 16:31:25,538 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-5] Running method:findAll
2019-11-20 16:31:25,703 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-5] Finished method:findAll
